0.048,0.211
0.147,0.301
0.747,0.558
0.545,0.470
0.308,0.089
0.720,0.504
0.780,0.427
0.120,0.160
0.032,0.170
0.534,0.377
0.788,0.441
0.044,0.056
0.427,0.022
0.510,0.042
0.788,0.503
0.512,0.012
0.033,0.219
0.847,0.450
0.499,0.002
0.695,0.532
0.024,0.127
0.777,0.377
0.438,0.076
0.482,0.034
0.022,0.240
0.040,0.217
0.725,0.428
0.047,0.219
0.021,0.279
0.807,0.403
0.050,0.185
0.628,0.413
0.618,0.469
0.506,0.388
0.008,0.184
0.722,0.465
0.743,0.543
0.006,0.182
0.656,0.390
0.529,0.020
0.470,0.386
0.726,0.558
0.009,0.196
0.656,0.435
0.055,0.248
0.885,0.522
0.411,0.428
0.397,0.057
0.591,0.440
0.408,0.060
0.409,0.017
0.565,0.435
0.012,0.118
0.026,0.105
0.500,0.372
0.722,0.455
0.458,0.448
0.064,0.073
0.506,0.546
0.761,0.495
0.057,0.202
0.748,0.433
0.415,0.057
0.006,0.115
0.751,0.545
0.443,0.120
0.861,0.492
0.487,0.368
0.643,0.460
0.673,0.552
0.390,0.044
0.441,0.477
0.911,0.563
0.032,0.168
0.050,0.150
0.481,0.023
0.023,0.188
0.483,0.051
0.710,0.412
0.021,0.237
0.052,0.091
0.695,0.452
0.646,0.397
0.457,0.417
0.543,0.328
0.465,0.105
0.636,0.444
0.425,0.050
0.009,0.237
0.507,0.369
0.032,0.255
0.496,0.285
0.507,0.011
0.093,0.270
0.410,0.020
0.530,0.401
0.078,0.265
0.430,0.110
0.535,0.270
0.566,0.399
0.041,0.120
0.696,0.376
0.501,0.498
0.785,0.564
0.490,0.491
0.557,0.060
0.703,0.451
0.558,0.059
0.036,0.051
0.005,0.176
0.112,0.164
0.542,0.418
0.494,0.059
0.742,0.496
0.052,0.030
0.058,0.134
0.096,0.170
0.017,0.190
0.685,0.479
0.434,0.017
0.486,0.038
0.723,0.344
0.508,0.476
0.462,0.021
0.492,0.378
0.742,0.428
0.509,0.481
0.757,0.420
0.733,0.416
0.783,0.391
0.725,0.505
0.695,0.552
0.001,0.161
0.484,0.068
0.468,0.403
0.473,0.040
0.513,0.316
0.774,0.502
0.015,0.149
0.442,0.070
0.619,0.574
0.005,0.145
0.071,0.090
0.005,0.194
0.647,0.418
0.738,0.410
0.754,0.417
0.589,0.076
0.733,0.478
0.450,0.372
0.526,0.394
0.030,0.111
0.516,0.364
0.094,0.043
0.038,0.151
0.569,0.338
0.753,0.466
0.544,0.078
0.605,0.322
0.019,0.240
0.781,0.520
0.016,0.234
0.462,0.081
0.504,0.325
0.006,0.212
0.030,0.168
0.413,0.054
0.498,0.141
0.028,0.280
0.462,0.029
0.015,0.170
0.522,0.413
0.499,0.027
0.663,0.429
0.010,0.168
0.622,0.441
0.551,0.405
0.044,0.191
0.019,0.155
0.022,0.197
0.490,0.010
0.522,0.021
0.461,0.043
0.821,0.360
0.004,0.220
0.844,0.412
0.539,0.464
0.397,0.313
0.496,0.299
0.608,0.470
0.559,0.427
0.578,0.393
0.661,0.504
0.516,0.426
0.452,0.033
0.077,0.099
0.479,0.454
0.834,0.494
0.462,0.030
0.051,0.048
0.022,0.234
0.709,0.428
0.471,0.086
0.070,0.198
0.766,0.428
0.566,0.039
0.435,0.386
0.331,0.092
0.099,0.091
0.808,0.424
0.426,0.066
0.349,0.385
0.040,0.164
0.057,0.239
0.803,0.351
0.521,0.068
0.128,0.287
0.616,0.438
0.661,0.398
0.828,0.508
0.491,0.063
0.487,0.352
0.701,0.438
0.724,0.479
0.489,0.008
0.049,0.099
0.487,0.114
0.481,0.460
0.522,0.049
0.733,0.510
0.770,0.403
0.583,0.074
0.644,0.373
0.668,0.464
0.678,0.481
0.446,0.441
0.671,0.529
0.531,0.042
0.112,0.189
0.450,0.097
0.474,0.005
0.523,0.013
0.433,0.393
0.544,0.069
0.456,0.399
0.127,0.177
0.006,0.215
0.451,0.409
0.532,0.404
0.697,0.433
0.579,0.054
0.427,0.038
0.095,0.137
0.047,0.272
0.462,0.068
0.086,0.068
0.525,0.469
0.488,0.403
0.502,0.013
0.117,0.139
0.026,0.165
0.577,0.414
0.832,0.461
0.022,0.187
0.085,0.121
0.119,0.142
0.515,0.379
0.034,0.204
0.512,0.034
0.718,0.399
0.498,0.038
0.529,0.404
0.066,0.167
0.001,0.153
0.455,0.359
0.553,0.049
0.740,0.350
0.762,0.467
0.578,0.033
0.509,0.467
0.765,0.365
0.779,0.352
0.508,0.073
0.069,0.157
0.728,0.488
0.790,0.412
0.056,0.030
0.488,0.435
0.751,0.415
0.768,0.527
0.736,0.467
0.518,0.468
0.112,0.224
0.574,0.455
0.008,0.149
0.563,0.451
0.034,0.246
0.057,0.120
0.699,0.534
0.069,0.227
0.545,0.410
0.707,0.544
0.516,0.462
0.083,0.319
0.028,0.088
0.104,0.211
0.134,0.164
0.786,0.422
0.010,0.201
0.432,0.026
0.445,0.509
0.047,0.248
0.382,0.004
0.398,0.388
0.515,0.014
0.009,0.247
0.104,0.055
0.741,0.416
0.817,0.515
0.759,0.497
0.464,0.006
0.569,0.360
0.439,0.081
0.482,0.561
0.003,0.101
0.695,0.586
0.044,0.103
0.468,0.106
0.379,0.456
0.428,0.400
0.510,0.078
0.038,0.044
0.512,0.339
0.602,0.090
0.400,0.536
0.433,0.334
0.513,0.430
0.843,0.478
0.553,0.010
0.700,0.441
0.034,0.160
0.083,0.193
0.822,0.549
0.438,0.351
0.774,0.498
0.504,0.030
0.114,0.236
0.483,0.043
0.388,0.031
0.465,0.022
0.476,0.391
0.516,0.039
0.782,0.479
0.687,0.376
0.526,0.049
0.481,0.414
0.484,0.034
0.007,0.174
0.378,0.030
0.535,0.005
0.428,0.475
0.740,0.452
0.649,0.476
0.813,0.484
0.663,0.539
0.402,0.422
0.683,0.535
0.007,0.268
0.052,0.220
0.419,0.008
0.719,0.472
0.085,0.277
0.791,0.460
0.502,0.508
0.492,0.398
0.374,0.327
0.729,0.426
0.501,0.077
0.429,0.374
0.543,0.530
0.535,0.050
0.556,0.045
0.506,0.090
0.532,0.469
0.534,0.521
0.840,0.454
0.395,0.407
0.008,0.038
0.450,0.454
0.811,0.317
0.681,0.367
0.450,0.037
0.028,0.201
0.370,0.396
0.706,0.453
0.499,0.070
0.057,0.189
0.105,0.185
0.085,0.232
0.430,0.141
0.051,0.096
0.376,0.029
0.432,0.452
0.522,0.093
0.006,0.144
0.513,0.065
0.643,0.448
0.718,0.530
0.491,0.521
0.071,0.253
0.314,0.396
0.580,0.489
0.027,0.204
0.019,0.158
0.369,0.384
0.601,0.494
0.357,0.069
0.519,0.335
0.666,0.488
0.381,0.055
0.662,0.456
0.474,0.404
0.472,0.015
0.104,0.200
0.037,0.246
0.455,0.431
0.093,0.172
0.000,0.247
0.063,0.062
0.474,0.062
0.114,0.148
0.480,0.085
0.013,0.051
0.771,0.415
0.087,0.175
0.398,0.390
0.030,0.067
0.461,0.453
0.069,0.241
0.100,0.266
0.518,0.031
0.041,0.177
0.059,0.090
0.714,0.376
0.394,0.469
0.494,0.393
0.768,0.535
0.699,0.516
0.489,0.343
0.457,0.322
0.661,0.282
0.514,0.079
0.033,0.088
0.466,0.040
0.513,0.069
0.037,0.202
0.011,0.217
0.536,0.422
0.062,0.157
0.750,0.470
0.470,0.389
0.050,0.249
0.035,0.132
0.054,0.154
0.526,0.004
0.792,0.514
0.482,0.043
0.066,0.182
0.711,0.544
0.547,0.011
0.485,0.022
0.045,0.210
0.499,0.017
0.073,0.160
0.506,0.440
0.495,0.388
0.076,0.185
0.380,0.469
0.020,0.210
0.527,0.482
0.033,0.152
0.714,0.434
0.497,0.473
0.649,0.490
0.024,0.172
0.127,0.194
0.138,0.215
0.624,0.428
0.445,0.460
0.838,0.385
0.048,0.164
0.003,0.175
0.698,0.470
0.536,0.037
0.052,0.034
0.568,0.004
0.508,0.037
0.417,0.518
0.482,0.475
0.436,0.030
0.048,0.235
0.505,0.026
0.495,0.025
0.799,0.511
0.525,0.507
0.731,0.453
0.724,0.407
0.737,0.504
0.466,0.367
0.499,0.459
0.482,0.337
0.395,0.391
0.543,0.048
0.488,0.158
0.683,0.459
0.122,0.276
0.777,0.394
0.034,0.116
0.537,0.474
0.497,0.023
0.471,0.509
0.056,0.310
0.659,0.452
0.701,0.452
0.779,0.479
0.813,0.460
0.498,0.416
0.487,0.395
0.032,0.263
0.404,0.388
0.701,0.386
0.494,0.011
0.371,0.303
0.049,0.239
0.706,0.449
0.518,0.023
0.546,0.051
0.679,0.530
0.420,0.102
0.527,0.040
0.577,0.072
0.023,0.099
0.437,0.381
0.708,0.390
0.463,0.495
0.012,0.323
0.543,0.388
0.045,0.206
0.664,0.389
0.565,0.357
0.097,0.170
0.537,0.029
0.626,0.349
0.480,0.373
0.782,0.460
0.471,0.529
0.520,0.062
0.445,0.487
0.479,0.290
0.444,0.565
0.751,0.421
0.788,0.385
0.729,0.466
0.476,0.067
0.442,0.078
0.017,0.312
0.028,0.176
0.048,0.220
0.491,0.454
0.532,0.093
0.662,0.475
0.052,0.160
0.419,0.472
0.748,0.526
0.727,0.494
0.485,0.016
0.029,0.182
0.468,0.035
0.524,0.368
0.629,0.001
0.807,0.487
0.883,0.505
0.360,0.027
0.379,0.329
0.443,0.019
0.742,0.398
0.431,0.510
0.442,0.002
0.701,0.330
0.426,0.435
0.397,0.521
0.049,0.259
0.726,0.416
0.476,0.084
0.822,0.468
0.478,0.450
0.097,0.137
0.498,0.383
0.526,0.302
0.776,0.494
0.707,0.466
0.735,0.453
0.717,0.453
0.502,0.015
0.014,0.165
0.381,0.367
0.711,0.491
0.024,0.219
0.656,0.517
0.440,0.081
0.610,0.528
0.420,0.463
0.517,0.460
0.080,0.124
0.097,0.136
0.527,0.051
0.011,0.112
0.692,0.492
0.544,0.466
0.013,0.169
0.801,0.426
0.042,0.106
0.407,0.114
0.072,0.203
0.507,0.288
0.474,0.026
0.526,0.411
0.469,0.350
0.040,0.229
0.480,0.336
0.412,0.379
0.052,0.207
0.679,0.381
0.114,0.132
0.495,0.009
0.697,0.603
0.403,0.053
0.449,0.318
0.421,0.039
0.576,0.504
0.545,0.413
0.087,0.136
0.042,0.129
0.414,0.385
0.524,0.426
0.691,0.516
0.470,0.471
0.331,0.089
0.521,0.028
0.791,0.331
0.367,0.491
0.499,0.437
0.119,0.234
0.482,0.469
0.088,0.195
0.016,0.211
0.426,0.523
0.483,0.445
0.460,0.412
0.012,0.109
0.156,0.168
0.656,0.542
0.053,0.244
0.588,0.076
0.457,0.053
0.734,0.488
0.891,0.389
0.756,0.394
0.661,0.457
0.480,0.497
0.474,0.421
0.042,0.173
0.487,0.379
0.422,0.485
0.483,0.042
0.039,0.258
0.386,0.397
0.501,0.019
0.734,0.362
0.009,0.195
0.020,0.164
0.682,0.382
0.437,0.416
0.594,0.429
0.775,0.427
0.500,0.001
0.478,0.066
0.682,0.394
0.513,0.436
0.698,0.538
0.471,0.027
0.721,0.443
0.392,0.079
0.044,0.166
0.522,0.451
0.033,0.166
0.541,0.019
0.034,0.159
0.516,0.074
0.096,0.218
0.351,0.024
0.717,0.470
0.716,0.502
0.760,0.510
0.050,0.209
0.055,0.210
0.477,0.405
0.672,0.543
0.024,0.218
0.771,0.449
0.513,0.020
0.513,0.083
0.750,0.389
0.584,0.478
0.726,0.442
0.711,0.419
0.056,0.274
0.399,0.039
0.822,0.548
0.734,0.500
0.710,0.482
0.555,0.431
0.026,0.114
0.410,0.468
0.730,0.453
0.493,0.306
0.396,0.062
0.708,0.560
0.012,0.134
0.551,0.007
0.081,0.203
0.764,0.557
0.417,0.455
0.436,0.437
0.560,0.379
0.126,0.195
0.553,0.136
0.517,0.436
0.700,0.506
0.037,0.284
0.419,0.145
0.423,0.024
0.525,0.460
0.418,0.123
0.466,0.119
0.006,0.180
0.652,0.022
0.117,0.120
0.021,0.216
0.021,0.281
0.458,0.354
0.848,0.445
0.545,0.036
0.733,0.356
0.441,0.016
0.625,0.554
0.105,0.161
0.560,0.056
0.442,0.339
0.524,0.389
0.711,0.487
0.090,0.245
0.381,0.373
0.522,0.393
0.505,0.064
0.815,0.496
0.484,0.373
0.457,0.030
0.698,0.532
0.071,0.044
0.434,0.067
0.130,0.233
0.661,0.462
0.661,0.435
0.035,0.227
0.450,0.048
0.503,0.035
0.426,0.423
0.480,0.070
0.491,0.400
0.668,0.546
0.761,0.448
0.533,0.385
0.425,0.518
0.782,0.522
0.471,0.023
0.556,0.051
0.801,0.414
0.597,0.399
0.799,0.521
0.395,0.478
0.589,0.253
0.544,0.039
0.475,0.459
0.648,0.422
0.578,0.046
0.453,0.339
0.591,0.549
0.830,0.426
0.062,0.224
0.140,0.154
0.499,0.396
0.504,0.446
0.533,0.089
0.470,0.470
0.656,0.453
0.017,0.165
0.795,0.435
0.014,0.174
0.091,0.220
0.018,0.209
0.740,0.437
0.034,0.145
0.546,0.427
0.418,0.045
0.647,0.424
0.729,0.432
0.482,0.032
0.462,0.034
0.752,0.443
0.100,0.268
0.003,0.322
0.430,0.007
0.024,0.233
0.452,0.049
0.826,0.425
0.776,0.637
0.579,0.433
0.445,0.406
0.671,0.437
0.523,0.055
0.539,0.001
0.709,0.387
0.421,0.082
0.696,0.556
0.475,0.568
0.720,0.520
0.036,0.185
0.548,0.025
0.497,0.046
0.508,0.377
0.576,0.011
0.606,0.467
0.768,0.438
0.537,0.003
0.009,0.221
0.809,0.372
0.434,0.322
0.051,0.180
0.478,0.392
0.788,0.393
0.034,0.108
0.049,0.129
0.451,0.511
0.384,0.479
0.441,0.440
0.576,0.440
0.117,0.304
0.730,0.390
0.480,0.445
0.493,0.029
0.755,0.513
0.065,0.283
0.622,0.425
0.477,0.039
0.028,0.112
0.399,0.006
0.427,0.032
0.714,0.431
0.080,0.242
0.533,0.424
0.487,0.443
0.419,0.382
0.526,0.474
0.001,0.182
0.601,0.418
0.003,0.248
0.497,0.026
0.421,0.464
0.477,0.376
0.513,0.035
0.652,0.492
0.349,0.377
0.017,0.232
0.549,0.380
0.507,0.331
0.523,0.444
0.412,0.437
0.755,0.514
0.758,0.376
0.704,0.498
0.451,0.081
0.558,0.030
0.427,0.119
0.493,0.295
0.031,0.222
0.485,0.025
0.735,0.468
0.839,0.457
0.520,0.072
0.084,0.177
0.802,0.537
0.417,0.464
0.721,0.496
0.793,0.407
0.769,0.457
0.684,0.405
0.020,0.217
0.014,0.255
0.070,0.071
0.519,0.019
0.447,0.475
0.458,0.361
0.450,0.386
0.754,0.528
0.014,0.295
0.423,0.399
0.771,0.321
0.758,0.408
0.471,0.048
0.428,0.459
0.044,0.206
0.719,0.394
0.691,0.461
0.770,0.482
0.443,0.038
0.503,0.414
0.104,0.145
0.592,0.465
0.474,0.007
0.746,0.472
0.595,0.562
0.026,0.081
0.727,0.421
0.525,0.071
0.441,0.329
0.410,0.315
0.450,0.409
0.758,0.515
0.530,0.407
0.033,0.201
0.049,0.090
0.481,0.095
0.535,0.566
0.710,0.288
0.506,0.007
0.485,0.019
0.730,0.449
0.731,0.450
0.684,0.496
0.475,0.451
0.469,0.051
0.494,0.405
0.094,0.235
0.489,0.429
0.767,0.536
0.567,0.393
0.742,0.393
0.153,0.328
0.717,0.476
0.089,0.056
0.010,0.280
0.816,0.383
0.442,0.365
0.595,0.096
0.730,0.464
0.700,0.467
0.383,0.029
0.528,0.043
0.009,0.183
0.020,0.272
0.003,0.169
0.667,0.495
0.019,0.224
0.060,0.166
0.528,0.398
0.673,0.424
0.756,0.425
0.579,0.303
0.483,0.030
0.048,0.212
0.467,0.410
0.727,0.427
0.020,0.169
0.413,0.413
0.006,0.269
0.518,0.006
0.087,0.194
0.549,0.430
0.047,0.150
0.467,0.096
0.438,0.346
0.484,0.001
0.442,0.039
0.690,0.437
0.542,0.049
0.629,0.532
0.587,0.056
0.507,0.348
0.154,0.229
0.526,0.566
0.524,0.472
0.558,0.383
0.510,0.004
0.746,0.479
0.561,0.028
0.042,0.123
0.088,0.063
0.041,0.200
0.707,0.430
0.461,0.450
0.786,0.447
0.798,0.465
0.119,0.160
0.003,0.169
0.475,0.029
0.090,0.209
0.472,0.404
0.467,0.060
0.799,0.511
0.731,0.538
0.534,0.020
0.500,0.432
0.794,0.408
0.010,0.235
0.000,0.254
0.512,0.047
0.770,0.578
0.485,0.363
0.679,0.452
0.476,0.377
0.671,0.454
0.615,0.085
0.017,0.156
0.776,0.422
0.031,0.172
0.495,0.469
0.437,0.067
0.739,0.356
0.480,0.555
0.700,0.435
0.560,0.507
0.009,0.221
0.477,0.099
0.480,0.463
0.453,0.471
0.544,0.038
0.342,0.112
0.057,0.195
0.071,0.057
0.577,0.051
0.532,0.343
0.464,0.011
0.062,0.129
0.574,0.153
0.564,0.391
0.766,0.421
0.369,0.066
0.056,0.194
0.459,0.059
0.466,0.005
0.633,0.401
0.470,0.514
0.691,0.444
0.007,0.166
0.531,0.483
0.491,0.454
0.430,0.412
0.035,0.211
0.536,0.075
0.478,0.467
0.485,0.006
0.680,0.506
0.434,0.382
0.076,0.109
0.071,0.185
0.434,0.431
0.397,0.039
0.047,0.244
0.722,0.479
0.448,0.393
0.520,0.077
0.453,0.362
0.646,0.464
0.519,0.058
0.557,0.362
0.490,0.397
0.501,0.061
0.061,0.142
0.447,0.419
0.732,0.421
0.058,0.217
0.032,0.189
0.391,0.476
0.734,0.471
0.518,0.010
0.643,0.480
0.508,0.021
0.566,0.044
0.822,0.474
0.650,0.473
0.060,0.260
0.522,0.343
0.517,0.359
0.452,0.026
0.075,0.193
0.013,0.206
0.819,0.434
0.110,0.254
0.545,0.101
0.494,0.476
0.693,0.476
0.476,0.001
0.479,0.489
0.463,0.015
0.127,0.220
0.463,0.460
0.076,0.174
0.066,0.149
0.489,0.144
0.038,0.211
0.448,0.460
0.073,0.268
0.795,0.492
0.029,0.152
0.745,0.554
0.564,0.380
0.508,0.306
0.492,0.389
0.503,0.107
0.511,0.501
0.520,0.052
0.458,0.018
0.048,0.150
0.428,0.063
0.064,0.163
0.481,0.027
0.540,0.454
0.069,0.175
0.094,0.112
0.435,0.467
0.426,0.421
0.707,0.487
0.553,0.316
0.508,0.013
0.536,0.371
0.560,0.070
0.712,0.387
0.774,0.498
0.722,0.485
0.657,0.435
0.483,0.003
0.441,0.509
0.720,0.414
0.641,0.437
0.427,0.045
0.540,0.089
0.543,0.470
0.504,0.376
0.703,0.353
0.777,0.448
0.696,0.470
0.761,0.419
0.398,0.024
0.624,0.443
0.756,0.479
0.083,0.261
0.002,0.140
0.492,0.030
0.712,0.403
0.165,0.145
0.710,0.416
0.575,0.528
0.725,0.400
0.467,0.433
0.517,0.000
0.460,0.052
0.770,0.405
0.685,0.380
0.487,0.349
0.420,0.309
0.382,0.537
0.618,0.031
0.425,0.035
0.004,0.149
0.361,0.028
0.397,0.440
0.481,0.455
0.613,0.516
0.518,0.053
0.862,0.473
0.497,0.254
0.550,0.072
0.463,0.105
0.522,0.332
0.033,0.180
0.460,0.018
0.748,0.529
0.656,0.458
0.491,0.043
0.450,0.064
0.459,0.353
0.447,0.314
0.556,0.366
0.641,0.544
0.008,0.193
0.757,0.532
0.712,0.481
0.812,0.460
0.722,0.464
0.816,0.476
0.104,0.198
0.488,0.447
0.762,0.515
0.471,0.037
0.693,0.442
0.053,0.137
0.019,0.207
0.749,0.442
0.334,0.010
0.625,0.000
0.798,0.393
0.706,0.488
0.547,0.065
0.356,0.425
0.391,0.087
0.434,0.051
0.588,0.021
0.758,0.498
0.042,0.151
0.025,0.170
0.509,0.404
0.088,0.173
0.374,0.383
0.488,0.004
0.862,0.467
0.521,0.001
0.760,0.461
0.582,0.496
0.007,0.225
0.518,0.052
0.551,0.402
0.080,0.261
0.055,0.253
0.059,0.139
0.541,0.411
0.506,0.057
0.460,0.084
0.651,0.488
0.035,0.112
0.005,0.214
0.555,0.038
0.014,0.213
0.510,0.012
0.147,0.130
0.559,0.372
0.785,0.592
0.416,0.461
0.019,0.146
0.457,0.466
0.719,0.516
0.011,0.127
0.060,0.225
0.638,0.041
0.426,0.353
0.502,0.017
0.508,0.047
0.102,0.115
0.016,0.146
0.414,0.016
0.689,0.409
0.081,0.098
0.504,0.047
0.527,0.486
0.480,0.003
0.491,0.037
0.050,0.136
0.519,0.012
0.519,0.402
0.006,0.057
0.779,0.423
0.695,0.512
0.774,0.412
0.500,0.503
0.545,0.013
0.839,0.469
0.041,0.154
0.743,0.444
0.503,0.478
0.454,0.269
0.718,0.453
0.511,0.024
0.754,0.355
0.510,0.018
0.444,0.342
0.483,0.334
0.602,0.454
0.484,0.335
0.032,0.147
0.410,0.306
0.381,0.061
0.781,0.377
0.037,0.201
0.634,0.473
0.482,0.044
0.010,0.262
0.444,0.464
0.524,0.425
0.464,0.333
0.612,0.426
0.537,0.334
0.036,0.093
0.550,0.387
0.035,0.291
0.538,0.495
0.614,0.007
0.731,0.508
0.520,0.034
0.033,0.126
0.374,0.524
0.477,0.440
0.411,0.034
0.424,0.563
0.407,0.034
0.451,0.120
0.637,0.556
0.444,0.487
0.707,0.492
0.648,0.517
0.105,0.145
0.007,0.156
0.499,0.063
0.036,0.172
0.066,0.128
0.707,0.381
0.426,0.067
0.435,0.031
0.090,0.242
0.035,0.214
0.655,0.494
0.471,0.394
0.458,0.010
0.733,0.547
0.525,0.016
0.530,0.024
0.411,0.028
0.563,0.331
0.444,0.369
0.027,0.203
0.381,0.042
0.495,0.489
0.763,0.514
0.487,0.020
0.487,0.053
0.039,0.165
0.501,0.365
0.117,0.230
0.513,0.033
0.539,0.423
0.780,0.603
0.498,0.423
0.660,0.444
0.654,0.360
0.422,0.054
0.723,0.433
0.015,0.149
0.559,0.358
0.482,0.375
0.012,0.155
0.001,0.216
0.047,0.168
0.365,0.426
0.676,0.434
0.078,0.190
0.389,0.377
0.796,0.422
0.434,0.409
0.545,0.043
0.749,0.503
0.687,0.502
0.014,0.192
0.455,0.363
0.608,0.414
0.038,0.236
0.428,0.053
0.501,0.081
0.438,0.551
0.054,0.166
0.057,0.170
0.546,0.528
0.723,0.388
0.826,0.445
0.492,0.056
0.026,0.128
0.463,0.337
0.484,0.014
0.720,0.390
0.113,0.074
0.002,0.207
0.736,0.474
0.437,0.057
0.108,0.224
0.696,0.501
0.490,0.478
0.750,0.476
0.515,0.383
0.457,0.462
0.741,0.524
0.463,0.133
0.727,0.472
0.434,0.080
0.754,0.464
0.587,0.422
0.042,0.150
0.538,0.087
0.100,0.296
0.041,0.106
0.044,0.251
0.492,0.039
0.447,0.063
0.660,0.410
0.426,0.024
0.316,0.415
0.092,0.143
0.526,0.010
0.739,0.471
0.736,0.418
0.055,0.107
0.697,0.421
0.471,0.125
0.300,0.519
0.045,0.251
0.556,0.088
0.075,0.198
0.040,0.066
0.417,0.520
0.417,0.042
0.013,0.075
0.455,0.022
0.805,0.580
0.694,0.449
0.404,0.455
0.411,0.008
0.083,0.142
0.065,0.048
0.743,0.404
0.744,0.498
0.441,0.012
0.519,0.053
0.487,0.506
0.545,0.305
0.444,0.405
0.035,0.205
